date,sentiment_score,avg_polarity,total_articles,positive,slightly_positive,slightly_negative,negative,positive_pct,slightly_positive_pct,slightly_negative_pct,negative_pct,bullish_pct,bearish_pct
2023-10-02,25.0,0.020480000000000005,10,3,4,1,2,30.0,40.0,10.0,20.0,70.0,30.0
2023-10-03,53.57142857142857,0.1437,14,3,10,1,0,21.428571428571427,71.42857142857143,7.142857142857142,0.0,92.85714285714286,7.142857142857142
2023-10-04,41.66666666666667,0.1045277777777778,18,3,13,0,2,16.666666666666664,72.22222222222221,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-10-05,50.0,0.20501,10,3,6,0,1,30.0,60.0,0.0,10.0,90.0,10.0
2023-10-06,60.0,0.23876,10,5,4,0,1,50.0,40.0,0.0,10.0,90.0,10.0
2023-10-07,-28.57142857142857,-0.0848142857142857,7,1,2,0,4,14.285714285714285,28.57142857142857,0.0,57.14285714285714,42.857142857142854,57.14285714285714
2023-10-08,18.75,-0.04246250000000001,8,0,6,1,1,0.0,75.0,12.5,12.5,75.0,25.0
2023-10-09,37.5,0.0250875,8,0,7,1,0,0.0,87.5,12.5,0.0,87.5,12.5
2023-10-10,38.88888888888889,0.18054444444444442,9,3,4,1,1,33.33333333333333,44.44444444444444,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-10-11,33.33333333333333,0.2782111111111111,9,5,1,1,2,55.55555555555556,11.11111111111111,11.11111111111111,22.22222222222222,66.66666666666666,33.33333333333333
2023-10-12,38.88888888888889,0.14965555555555557,9,4,3,0,2,44.44444444444444,33.33333333333333,0.0,22.22222222222222,77.77777777777779,22.22222222222222
2023-10-13,6.25,-0.02154999999999999,8,2,3,0,3,25.0,37.5,0.0,37.5,62.5,37.5
2023-10-14,-33.33333333333333,-0.24115555555555554,9,0,4,0,5,0.0,44.44444444444444,0.0,55.55555555555556,44.44444444444444,55.55555555555556
2023-10-15,20.0,0.01451,10,3,4,0,3,30.0,40.0,0.0,30.0,70.0,30.0
2023-10-16,22.22222222222222,0.09205555555555554,9,3,3,1,2,33.33333333333333,33.33333333333333,11.11111111111111,22.22222222222222,66.66666666666666,33.33333333333333
2023-10-17,20.0,0.10833999999999999,10,3,3,3,1,30.0,30.0,30.0,10.0,60.0,40.0
2023-10-18,55.55555555555556,0.18156666666666665,9,3,5,1,0,33.33333333333333,55.55555555555556,11.11111111111111,0.0,88.88888888888889,11.11111111111111
2023-10-19,27.77777777777778,0.032055555555555566,9,2,5,0,2,22.22222222222222,55.55555555555556,0.0,22.22222222222222,77.77777777777779,22.22222222222222
